GEO_ID,B17020A_001E,B17020A_001M,B17020A_002E,B17020A_002M,B17020A_003E,B17020A_003M,B17020A_004E,B17020A_004M,B17020A_005E,B17020A_005M,B17020A_006E,B17020A_006M,B17020A_007E,B17020A_007M,B17020A_008E,B17020A_008M,B17020A_009E,B17020A_009M,B17020A_010E,B17020A_010M,B17020A_011E,B17020A_011M,B17020A_012E,B17020A_012M,B17020A_013E,B17020A_013M,B17020A_014E,B17020A_014M,B17020A_015E,B17020A_015M,B17020A_016E,B17020A_016M,B17020A_017E,B17020A_017M,NAME,B17020A_001EA,B17020A_001MA,B17020A_002EA,B17020A_002MA,B17020A_003EA,B17020A_003MA,B17020A_004EA,B17020A_004MA,B17020A_005MA,B17020A_005EA,B17020A_006MA,B17020A_006EA,B17020A_007EA,B17020A_007MA,B17020A_008EA,B17020A_008MA,B17020A_009EA,B17020A_009MA,B17020A_010MA,B17020A_010EA,B17020A_011MA,B17020A_011EA,B17020A_012EA,B17020A_012MA,B17020A_013EA,B17020A_013MA,B17020A_014EA,B17020A_014MA,B17020A_015MA,B17020A_015EA,B17020A_016MA,B17020A_016EA,B17020A_017MA,B17020A_017EA,state
0400000US13,5948276,16307,744549,24675,69419,5531,79293,6342,69183,6441,421276,14687,73925,4708,22746,2092,8707,1513,5203727,27023,334508,6768,371604,8401,393151,7557,2892096,16734,881277,8585,249277,4908,81814,3970,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,358163,4747,36102,3925,2762,1070,1998,764,2223,927,22003,2477,5379,1026,1013,446,724,540,322061,5324,20543,2037,15900,1871,13074,1396,191404,3935,60393,1877,13655,1064,7092,970,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1485070,5661,213992,13895,22713,3177,24370,3588,16604,2343,121667,8348,19930,3202,6795,1738,1913,627,1271078,13883,94273,3503,110210,4062,109156,4247,662300,8971,212857,5109,60002,2655,22280,1957,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9045127,24200,909101,26900,88354,6617,88673,6301,83862,6106,508019,14025,89735,4753,32755,2714,17703,1824,8136026,31991,520025,7615,553590,9277,596797,8564,4568438,20872,1331141,9465,394806,5643,171229,5488,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5405763,10165,660286,24812,69607,6060,69562,5619,61547,5411,375490,13244,57698,3624,18805,2001,7577,977,4745477,25703,311576,6779,333215,8336,368904,7174,2603350,16027,801628,7378,234327,4222,92477,4072,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2740083,6204,293230,11907,24858,2811,28312,3141,21918,2519,172484,6981,28159,2337,9686,1098,7813,856,2446853,11945,172182,4147,180083,4488,186365,4573,1294331,9107,424232,4578,133640,2922,56020,2577,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2402314,7816,270010,11517,31715,3102,26199,3015,22565,2839,153456,7265,22483,1912,8846,1244,4746,1022,2132304,12774,153513,4123,163177,4729,172665,4632,1147925,9434,343517,4104,107355,2855,44152,2318,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3760657,6269,642354,18520,68454,5710,63202,4311,57307,4147,363728,11785,61508,3565,19533,1896,8622,1327,3118303,19405,196132,6343,203461,6176,232687,6101,1721213,12521,553602,5917,155900,3759,55308,3284,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2854507,7927,375848,17417,34015,4274,38107,4579,28941,3618,215735,9972,40024,3674,11558,1425,7468,1509,2478659,18228,164277,5342,170397,5592,176745,5853,1366644,12467,428228,6109,128708,3600,43660,3056,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1225539,2218,155762,8790,12564,2225,12648,2107,11426,1638,88672,5392,20620,2065,6921,1109,2911,659,1069777,8724,55702,2702,61252,2929,72988,2960,576428,6217,217413,3698,60764,2104,25230,1970,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3320794,10895,235772,11259,19111,3296,17373,2622,17319,2704,133303,7108,32037,2731,10336,1350,6293,1359,3085022,13893,191296,4452,203592,4691,214763,4850,1722298,10988,527975,4853,157420,3334,67678,3021,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5197951,13301,476179,15698,38747,3949,35134,3561,36113,3682,262557,10097,63266,4370,24984,2579,15378,2175,4721772,18689,268039,5457,290747,6353,325385,6092,2673284,14275,821403,7766,232545,4710,110369,4630,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7653116,8718,938772,21917,82877,5273,94960,5905,78524,4288,543396,13847,95801,4062,29646,2622,13568,1397,6714344,23388,389738,6751,434634,7617,492308,7405,3657112,16491,1221777,7134,365815,5376,152960,4858,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4520473,7465,352089,11932,29169,2637,28130,2832,24819,2291,205981,6851,38545,2792,16534,1909,8911,1156,4168384,12626,282506,4359,292057,5408,306010,4486,2304016,9834,695935,6200,202203,3775,85657,3424,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1709548,5146,232838,13700,23211,2572,24158,3366,17461,2868,132604,7879,23405,2434,9062,1427,2937,790,1476710,14013,92892,3043,105656,4749,107249,5006,786140,8042,268443,4350,87716,2639,28614,2072,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4876108,8751,609104,18718,61690,5220,61841,5397,43732,4116,344923,10579,65834,4644,19773,2270,11311,1901,4267004,20093,274415,6262,295713,6344,314660,6396,2327883,11543,737511,8335,229563,4933,87259,4052,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,899093,2471,114432,8192,11223,2019,9531,1770,8498,2245,65492,4396,13369,1564,4221,912,2098,616,784661,8487,48344,2489,53577,2701,52283,2593,412627,5135,157490,3012,44236,2019,16104,1750,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1627823,6244,173304,7940,19890,2269,19076,2332,14092,1842,96746,4748,13243,1443,6662,1052,3595,770,1454519,9484,108347,3200,109458,3557,114834,3051,786877,6278,233999,2912,69880,2107,31124,1862,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1929987,14796,246083,12887,25863,3566,24222,3357,20672,3088,138065,7201,26046,2593,7574,1534,3641,811,1683904,17525,106240,3959,114252,5018,112413,4718,925338,12689,311275,5718,88097,2654,26289,2246,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1209365,2610,95280,8012,8186,1656,7171,1407,8913,1784,54236,5314,9752,1522,4245,1006,2777,710,1114085,8278,60612,2451,68871,3348,79662,2746,628789,6284,202143,3372,52848,2201,21160,1976,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5957363,21432,487997,18011,47794,4698,49732,4562,45993,5193,253712,9836,55506,3811,21558,2202,13702,1823,5469366,24166,328497,6731,366025,7768,396837,7732,3027514,15356,923260,8982,283495,4775,143738,4930,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1503877,13730,265083,14220,32974,3532,30240,3557,25197,3008,140505,7528,26082,2824,6897,1126,3188,815,1238794,17446,76580,4051,82903,4409,87435,4211,650863,10621,241788,5978,71749,2935,27476,2377,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12305201,29284,1385060,32620,136630,8316,124354,6923,112713,7465,754739,18690,161945,6701,61328,4100,33351,2278,10920141,37126,632121,10203,675463,11296,709828,10996,6144072,24210,1896669,13349,577089,8144,284899,7154,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6787686,14498,863467,22756,83587,5454,85953,6492,71646,5164,499550,14218,85580,4875,26292,2382,10859,1623,5924219,25642,348981,6312,391948,9438,422384,8555,3250917,17974,1072850,9210,323183,4480,113956,3432,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,646752,2448,58051,4537,5056,1214,4244,1101,2602,824,35290,3208,5761,1152,3181,648,1917,501,588701,5497,45913,2025,41652,2244,41504,1763,330106,4207,90148,2552,26381,1735,12997,1708,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9286817,10349,1079185,25372,112881,7294,98830,6267,92881,5730,616727,13018,107944,5169,31294,2350,18628,1986,8207632,27339,490710,8764,559625,9591,613982,7785,4464672,15386,1461626,10328,431289,5981,185728,5902,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2769165,6876,366842,11558,39684,3312,35360,3258,30705,2343,206953,6771,36328,2128,11650,1274,6162,910,2402323,12146,162124,4666,161977,4540,170018,3816,1300462,7821,422508,4282,136983,3008,48251,2970,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3375423,9768,490493,18434,46239,4657,47447,4542,38545,3992,288247,9918,51487,4212,12678,1950,5850,1295,2884930,20032,167602,5238,185582,6180,189095,5165,1549251,12655,569345,6353,156183,3660,67872,3636,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10091352,12849,1036697,26864,94810,5740,100437,6644,84829,5539,576398,15909,114441,5164,43652,2667,22130,2205,9054655,25187,516944,7213,562331,7886,609493,7979,4920945,18413,1674681,9526,529298,6462,240963,6121,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,816974,6499,89204,8153,7267,1857,7464,2147,4726,1192,50156,4532,11133,1907,5107,1009,3351,1008,727770,8567,38663,1894,43680,2301,45270,2156,413524,5899,130906,3557,37415,2062,18312,1829,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3207951,7698,385719,14646,30749,2644,36703,3951,29523,3501,228669,9290,42052,3672,11587,1702,6436,1167,2822232,16318,172770,4095,179116,6165,192868,5654,1508026,12095,556814,6645,157572,3445,55066,3016,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,704010,2760,67802,6173,6630,1513,6178,1696,4441,1131,38011,3526,7103,1305,2917,634,2522,680,636208,6023,47262,1816,48029,2068,44849,1908,337357,3866,110717,2602,33674,1647,14320,1431,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5017423,9082,726160,22426,78246,5372,68218,5314,62056,4576,408239,13721,73086,3838,26033,2489,10282,1600,4291263,23006,253324,5971,285208,7417,307273,6301,2366850,14115,772576,8470,225246,4320,80786,3728,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20174642,38996,2995734,54428,413070,15011,412401,13793,333687,12331,1492433,29078,237792,8085,76108,4847,30243,2804,17178908,65740,1285485,16729,1360373,20325,1387098,18998,9759634,37665,2440698,17022,690001,8745,255619,7080,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2570416,11670,258233,13352,32634,3547,27909,3380,24283,2988,146646,7199,18615,1940,5773,970,2373,634,2312183,16195,217494,4943,236090,5760,225005,5026,1245867,10430,277910,4503,80366,2724,29451,2267,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,570480,1716,55249,4911,4622,1187,3831,1055,4748,1109,31520,3120,7393,1198,1874,467,1261,455,515231,5500,27440,1632,31036,2047,35202,1902,281316,3596,102254,2637,26563,1446,11420,1306,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5568970,14245,506677,16786,46259,4260,45033,4022,34732,3324,302443,10748,50932,3553,18544,2109,8734,1304,5062293,20736,325279,5426,339676,7632,355576,6225,2836111,14421,863656,6833,243917,4211,98078,3442,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5416960,13152,594672,21432,54991,4866,52083,5302,46919,4296,349316,12025,64832,4276,17776,2131,8755,1417,4822288,22121,306752,5799,314729,7257,325160,6879,2694026,14355,855392,7066,229797,4245,96432,3757,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1682706,3024,292588,13784,32666,3407,26395,3614,24115,2508,168310,7844,29713,2949,7661,1193,3728,718,1390118,14304,77121,3500,86505,4207,92310,3222,730574,9626,287285,4138,84645,2508,31678,2134,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4846010,9643,467173,14488,40858,3732,38873,3448,35947,3014,271733,8375,49513,2632,19077,1743,11172,1411,4378837,18551,270420,3827,297526,5858,313475,5813,2407441,11207,765076,5666,228261,3975,96638,3958,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,524805,3673,56779,6778,5946,1704,4792,1640,4319,1297,32413,4104,5978,1319,2610,714,721,419,468026,6697,33860,2385,33919,2178,37081,2717,259020,4464,76955,2475,19400,1332,7791,1146,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2337527,19079,1030847,21671,93124,4254,98000,5865,90444,6250,509096,12615,156542,5862,60620,3708,23021,2380,1306680,22409,56699,4633,68953,5273,93078,5941,725754,14619,248134,6413,81855,3432,32207,2510,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
