GEO_ID,B27007_001E,B27007_001M,B27007_002E,B27007_002M,B27007_003E,B27007_003M,B27007_004E,B27007_004M,B27007_005E,B27007_005M,B27007_006E,B27007_006M,B27007_007E,B27007_007M,B27007_008E,B27007_008M,B27007_009E,B27007_009M,B27007_010E,B27007_010M,B27007_011E,B27007_011M,B27007_012E,B27007_012M,B27007_013E,B27007_013M,B27007_014E,B27007_014M,B27007_015E,B27007_015M,B27007_016E,B27007_016M,B27007_017E,B27007_017M,B27007_018E,B27007_018M,B27007_019E,B27007_019M,B27007_020E,B27007_020M,B27007_021E,B27007_021M,B27007_022E,B27007_022M,B27007_023E,B27007_023M,B27007_024E,B27007_024M,B27007_025E,B27007_025M,B27007_026E,B27007_026M,B27007_027E,B27007_027M,B27007_028E,B27007_028M,B27007_029E,B27007_029M,B27007_030E,B27007_030M,B27007_031E,B27007_031M,B27007_032E,B27007_032M,B27007_033E,B27007_033M,B27007_034E,B27007_034M,B27007_035E,B27007_035M,B27007_036E,B27007_036M,B27007_037E,B27007_037M,B27007_038E,B27007_038M,B27007_039E,B27007_039M,B27007_040E,B27007_040M,B27007_041E,B27007_041M,B27007_042E,B27007_042M,B27007_043E,B27007_043M,B27007_044E,B27007_044M,B27007_045E,B27007_045M,B27007_046E,B27007_046M,B27007_047E,B27007_047M,B27007_048E,B27007_048M,B27007_049E,B27007_049M,B27007_050E,B27007_050M,B27007_051E,B27007_051M,B27007_052E,B27007_052M,B27007_053E,B27007_053M,B27007_054E,B27007_054M,B27007_055E,B27007_055M,B27007_056E,B27007_056M,B27007_057E,B27007_057M,NAME,B27007_001MA,B27007_001EA,B27007_002EA,B27007_002MA,B27007_003MA,B27007_003EA,B27007_004EA,B27007_004MA,B27007_005MA,B27007_005EA,B27007_006MA,B27007_006EA,B27007_007MA,B27007_007EA,B27007_008MA,B27007_008EA,B27007_009MA,B27007_009EA,B27007_010MA,B27007_010EA,B27007_011EA,B27007_011MA,B27007_012MA,B27007_012EA,B27007_013EA,B27007_013MA,B27007_014MA,B27007_014EA,B27007_015MA,B27007_015EA,B27007_016MA,B27007_016EA,B27007_017MA,B27007_017EA,B27007_018MA,B27007_018EA,B27007_019MA,B27007_019EA,B27007_020EA,B27007_020MA,B27007_021MA,B27007_021EA,B27007_022EA,B27007_022MA,B27007_023MA,B27007_023EA,B27007_024EA,B27007_024MA,B27007_025MA,B27007_025EA,B27007_026MA,B27007_026EA,B27007_027MA,B27007_027EA,B27007_028EA,B27007_028MA,B27007_029MA,B27007_029EA,B27007_030MA,B27007_030EA,B27007_031MA,B27007_031EA,B27007_032EA,B27007_032MA,B27007_033EA,B27007_033MA,B27007_034MA,B27007_034EA,B27007_035EA,B27007_035MA,B27007_036MA,B27007_036EA,B27007_037EA,B27007_037MA,B27007_038EA,B27007_038MA,B27007_039EA,B27007_039MA,B27007_040MA,B27007_040EA,B27007_041MA,B27007_041EA,B27007_042MA,B27007_042EA,B27007_043EA,B27007_043MA,B27007_044EA,B27007_044MA,B27007_045MA,B27007_045EA,B27007_046EA,B27007_046MA,B27007_047MA,B27007_047EA,B27007_048EA,B27007_048MA,B27007_049EA,B27007_049MA,B27007_050MA,B27007_050EA,B27007_051MA,B27007_051EA,B27007_052MA,B27007_052EA,B27007_053MA,B27007_053EA,B27007_054EA,B27007_054MA,B27007_055EA,B27007_055MA,B27007_056MA,B27007_056EA,B27007_057EA,B27007_057MA,state
0400000US01,4781070,1376,2299014,5729,175451,4215,86404,4137,89047,3869,389086,4464,165187,6406,223899,6866,227516,3014,29150,2624,198366,4020,291369,4681,26935,2879,264434,4748,285883,4547,22795,2732,263088,4737,304755,3606,27750,2633,277005,3983,301864,2427,38901,3482,262963,4041,206027,2088,23885,2110,182142,2283,117063,1405,12741,1623,104322,1935,2482056,5719,170608,4531,89643,4273,80965,3130,371571,4441,161657,5380,209914,6235,230942,3509,40329,3203,190613,4081,316384,3907,51128,3466,265256,5032,312495,3594,39966,4023,272529,4989,328264,2452,36892,3395,291372,4133,331608,1850,43006,3323,288602,3638,238860,1574,33146,2557,205714,2704,181324,1464,32159,2333,149165,2342,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,33698,1496,13427,1266,20271,1520,62128,1664,20469,2106,41659,2072,40434,1519,4670,1096,35764,1685,56423,1943,6062,900,50361,2070,44642,1509,3811,827,40831,1604,46999,1346,4509,865,42490,1454,48220,827,4039,998,44181,1312,24693,715,3368,693,21325,775,10052,395,1968,768,8084,853,345793,1921,32218,1494,12463,1509,19755,1802,57873,1480,19323,1917,38550,1722,33290,868,5584,1105,27706,1251,53261,1487,8143,1107,45118,1578,43754,1221,5763,1059,37991,1204,44535,1066,4705,837,39830,1258,45521,927,4580,776,40941,1163,23098,936,3709,790,19389,932,12243,644,3086,718,9157,862,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,258843,2756,108263,4699,150580,5200,565236,3270,206515,6775,358721,6935,330644,2097,61143,4454,269501,5064,440884,2848,77847,4597,363037,5455,403407,2911,60670,3698,342737,4377,405252,1967,63856,4217,341396,4376,379561,1603,58747,3713,320814,3876,304339,1328,27844,2636,276495,2559,205580,1133,23096,2125,182484,2295,3425608,3038,253182,3550,109318,4271,143864,5249,542132,3310,198185,7943,343947,8583,322705,1856,76453,4570,246252,4471,440339,1920,110114,4960,330225,5203,418146,1585,90366,4670,327780,5100,424393,1711,73923,4019,350470,4052,426743,1123,70410,4146,356333,4057,343709,1572,39028,2790,304681,2726,254259,1552,36645,2607,217614,2926,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,112494,3446,62124,3636,50370,3310,250752,3844,126703,5306,124049,5456,141008,2792,22550,2451,118458,3568,180584,3563,28246,2674,152338,3766,174942,2907,24056,2733,150886,3985,184703,2676,28022,2496,156681,3370,175501,1533,29042,2386,146459,2526,129382,1249,12551,1467,116831,1660,77075,1211,9843,1269,67232,1734,1497866,4230,113621,3212,64985,4004,48636,3533,226834,3890,111525,5090,115309,4969,138958,3118,30147,2852,108811,3579,193823,3800,44832,3639,148991,4542,183671,2666,34898,3134,148773,3710,192237,2466,34983,2898,157254,3052,193956,1470,39434,2601,154522,2833,146791,1500,21066,1914,125725,2393,107975,1375,21037,1804,86938,2034,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,1534824,8172,741628,12682,793196,12110,3108296,8951,1346142,16383,1762154,15861,1951795,4340,467664,10245,1484131,10621,2892205,6046,526034,12627,2366171,14482,2533730,4059,419217,10462,2114513,10478,2559327,4401,444256,12231,2115071,13273,2211813,2721,418963,8618,1792850,8989,1371995,2913,220946,6568,1151049,7275,889183,2724,185305,5859,703878,6061,19596453,6021,1455144,8115,700856,11402,754288,11252,3004875,8209,1303288,17008,1701587,15457,1895181,3996,568173,11946,1327008,12141,2823855,4354,718096,14340,2105759,14336,2580433,3329,557870,11547,2022563,12261,2622629,2809,522334,10852,2100295,11416,2380883,2405,509664,9699,1871219,9855,1582231,3029,303856,7405,1278375,7895,1251222,3266,318123,6608,933099,6432,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,206140,3658,83268,4484,122872,4333,433329,4152,142598,5275,290731,5807,263619,3376,42643,3395,220976,4623,408354,3606,54721,3575,353633,4499,365331,3195,42068,3585,323263,4264,347572,2495,36859,2800,310713,3403,331099,1888,40520,3139,290579,3608,206572,1413,17891,2196,188681,2382,111603,1171,14412,1663,97191,1931,2693716,4738,196288,4036,77427,4264,118861,3686,419043,3911,140688,5672,278355,5512,247424,2175,56955,3780,190469,4204,394696,2373,79512,4609,315184,5132,356146,2694,54535,3776,301611,4195,353995,1764,44703,2843,309292,2928,348202,1557,49066,3098,299136,3293,226357,1635,22305,2183,204052,2400,151565,1325,23597,1976,127968,2098,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,113468,2411,44619,2505,68849,2699,276558,2735,87227,4560,189331,4354,175814,1793,32970,3446,142844,3423,214309,2027,33862,3286,180447,3736,206251,1661,30038,2899,176213,3172,256260,1542,35288,2950,220972,3194,238760,983,24562,2366,214198,2680,144047,910,13637,1509,130410,1749,93790,1204,11643,1220,82147,1765,1818726,2437,112147,2383,39241,2932,72906,3320,259748,2638,82518,4666,177230,4790,170091,1524,37881,3680,132210,3670,218550,1894,51383,3267,167167,3849,221127,1513,40761,3375,180366,3456,276774,1502,44521,3472,232253,3573,254714,821,32844,2368,221870,2367,166694,1199,22577,2024,144117,2242,138881,1362,27010,1937,111871,2307,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,33318,1130,13401,1767,19917,1685,70532,1224,26784,2925,43748,2796,43357,969,8943,1572,34414,1371,57773,1328,9432,1610,48341,1927,52100,883,7428,1285,44672,1460,61203,868,8722,1510,52481,1823,58743,500,7831,1210,50912,1315,44247,833,2997,688,41250,1074,26409,686,2353,662,24056,967,483521,1246,32614,1234,13329,1889,19285,1617,67307,1442,25195,2765,42112,2788,43669,928,10286,1411,33383,1400,63017,1236,16014,1743,47003,2025,56603,863,11802,1517,44801,1606,66551,770,9650,1505,56901,1779,67666,498,9518,1560,58148,1599,50696,677,4094,819,46602,1075,35398,656,3742,773,31656,1064,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,26616,1137,10509,1377,16107,1367,33215,1079,17203,1899,16012,1934,34856,694,6196,1355,28660,1495,69861,659,6754,1319,63107,1528,46790,515,7168,1319,39622,1290,37860,401,9830,1281,28030,1276,32536,908,9739,1098,22797,1297,18650,813,3317,841,15333,1145,10763,545,1733,593,9030,759,349535,1105,24750,852,12082,1414,12668,1431,32834,808,17558,1391,15276,1418,43910,568,8695,1013,35215,1150,80488,493,15996,1690,64492,1677,48030,334,10828,1299,37202,1278,38552,149,10597,1220,27955,1198,36707,117,11953,1331,24754,1341,24893,562,5899,1092,18994,1105,19371,797,4834,792,14537,1055,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,668973,6922,353321,8596,315652,9502,1411689,8050,585117,12846,826572,13495,874119,6410,108151,5977,765968,7835,1237740,7359,111447,6290,1126293,9511,1169159,5155,100683,6485,1068476,8197,1311981,5296,128481,7266,1183500,8553,1233381,3340,135738,7064,1097643,7743,1004899,2441,107948,4492,896951,4596,740784,2603,100887,4492,639897,4728,10307444,7951,646860,7836,333458,10648,313402,9488,1365879,7181,548247,12244,817632,12429,855443,4601,148976,6461,706467,6936,1282278,4616,216063,8001,1066215,9597,1237548,4020,163766,7269,1073782,7657,1393405,3982,146046,6762,1247359,6902,1393133,2892,161730,7049,1231403,7161,1162418,3467,162955,5876,999463,6676,970480,3446,180639,6682,789841,6383,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
