GEO_ID,B25027_001E,B25027_001M,B25027_002E,B25027_002M,B25027_003E,B25027_003M,B25027_004E,B25027_004M,B25027_005E,B25027_005M,B25027_006E,B25027_006M,B25027_007E,B25027_007M,B25027_008E,B25027_008M,B25027_009E,B25027_009M,B25027_010E,B25027_010M,B25027_011E,B25027_011M,B25027_012E,B25027_012M,B25027_013E,B25027_013M,B25027_014E,B25027_014M,B25027_015E,B25027_015M,B25027_016E,B25027_016M,B25027_017E,B25027_017M,NAME,B25027_001MA,B25027_001EA,B25027_002MA,B25027_002EA,B25027_003EA,B25027_003MA,B25027_004EA,B25027_004MA,B25027_005EA,B25027_005MA,B25027_006MA,B25027_006EA,B25027_007MA,B25027_007EA,B25027_008MA,B25027_008EA,B25027_009EA,B25027_009MA,B25027_010MA,B25027_010EA,B25027_011EA,B25027_011MA,B25027_012MA,B25027_012EA,B25027_013MA,B25027_013EA,B25027_014MA,B25027_014EA,B25027_015EA,B25027_015MA,B25027_016EA,B25027_016MA,B25027_017MA,B25027_017EA,state
0400000US01,1253595,13117,712544,11099,91878,4465,144423,5169,176281,5159,91550,4254,74769,3785,96419,3779,37224,2296,541051,10124,29319,2750,42701,3370,76491,3630,57825,3398,65752,3785,135546,4663,133417,4261,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159922,3409,104097,3504,17988,1760,22910,2131,25468,1888,13519,1153,10981,1307,10378,1142,2853,767,55825,2421,2881,602,4688,841,10658,1560,7786,988,9146,1330,12491,990,8175,1034,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1524828,12566,979425,13413,121700,5210,182499,5420,230910,5761,114685,4158,102336,3889,157241,4291,70054,3302,545403,8805,23485,2154,33543,2757,60804,3432,48707,2537,66987,4125,157367,4160,154510,4546,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,746000,10027,408732,8549,64082,3570,83990,4363,102662,4077,49206,3113,38474,3048,51832,2778,18486,1660,337268,7752,16520,2049,23206,2384,48629,3271,32545,2278,42516,2759,90586,3705,83266,2475,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6910823,27840,4918415,27917,459216,9813,924127,12720,1300222,15078,658853,9822,554552,8705,717831,10444,303614,7645,1992408,17890,87024,4134,127873,4711,245263,6325,188819,6952,235128,6972,499622,10028,608679,9543,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1322618,9565,953749,9215,131794,5102,213098,5286,232520,5132,116515,4525,101119,3820,118081,3858,40622,2351,368869,6425,20577,2161,22926,2148,46833,2896,41008,2229,47772,2811,98846,3371,90907,3177,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,889035,8413,616925,8577,62141,3761,120108,4525,175991,4342,85434,3106,68481,4014,77266,2833,27504,1931,272110,6303,5090,912,12630,1706,34069,2030,29123,2243,37111,2429,72825,2894,81262,2794,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,249681,4261,163216,4707,19617,2062,28598,2257,43919,3133,20383,1743,19109,1949,23680,1559,7910,1009,86465,3684,2944,837,4503,1147,10891,1629,8657,1275,10409,1383,25100,1592,23961,1482,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112555,3556,85687,3563,13320,1686,21149,1757,19671,1893,9363,1041,6937,1003,10324,1195,4923,907,26868,2013,1859,841,1662,625,2904,810,2019,641,2966,641,6934,929,8524,1020,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4760071,23483,2720156,19847,261182,8441,479034,9910,675125,10298,333156,7642,305804,8163,457935,10056,207920,6555,2039915,17473,66789,4141,109534,5674,230043,8191,184453,5743,239072,6979,582000,10555,628024,9866,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2261166,19480,1496199,17033,176492,7680,316386,8380,406714,8255,181901,6298,152444,5264,198458,6856,63804,3625,764967,13927,38739,3729,63084,3524,115488,5263,80524,3809,94664,4753,199495,5926,172973,4484,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252435,5537,166018,5296,12675,1723,27230,2566,37832,2289,23749,2288,21736,1851,30232,1868,12564,1473,86417,4271,2529,682,4125,1001,9374,1163,8156,1343,9951,1186,24549,1946,27733,2073,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,411958,6794,269192,7259,41053,2772,59683,3370,61430,3742,27161,2450,28731,2853,35537,2274,15597,2078,142766,5681,6355,1299,8772,1540,17349,1977,15475,1849,19649,2241,38557,2499,36609,2210,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3129641,16316,2013018,15790,261484,6771,440448,8947,541374,7044,248503,6714,205729,5586,233931,5791,81549,3943,1116623,11644,51167,3241,75610,3874,144642,4739,117547,4345,142896,5505,275963,5185,308798,5443,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1714880,13299,1136967,11511,168617,6057,234612,5927,284951,6129,142680,4208,113249,4624,140185,4423,52673,2632,577913,8764,28358,2335,41319,3018,76338,3554,59861,3438,74389,3574,143214,4895,154434,3981,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,881480,8544,527408,7537,97122,3734,117442,3775,133408,3759,58788,2727,51107,2730,52692,2491,16849,1768,354072,5766,15221,1924,20693,2028,44852,2437,37495,2061,49354,2153,88574,2472,97883,2410,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,738336,7661,444283,6903,78425,3021,97870,3458,107170,3462,55881,3292,42435,2447,46400,2225,16102,1581,294053,6249,14974,1749,21281,1916,38770,2497,31972,2371,41726,2376,69399,2460,75931,2743,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1138253,12189,659302,9489,96602,3806,141431,4238,162379,4298,81328,3785,68371,3279,80976,3266,28215,2049,478951,7423,23387,2348,31579,2604,69863,2888,53885,3054,59108,3280,125546,3665,115583,3474,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1122294,10824,587929,10500,95342,5809,128083,4793,144460,5803,71178,3601,61107,3803,65703,3337,22056,2167,534365,9029,31412,3262,42170,3185,78764,3797,60967,3575,69435,3406,130346,4347,121271,3107,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,387101,5032,240701,4924,28399,2192,46264,2698,63990,2843,33013,2642,25877,1992,33944,2020,9214,1076,146400,4101,5020,847,7172,1162,17938,1646,17433,1918,22086,1888,40874,1840,35877,1704,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1436159,11090,1061376,10425,116494,4766,210762,6526,286087,5742,145816,5039,114241,4091,139891,4133,48085,2842,374783,7102,14525,1968,19267,2090,46140,2680,38706,2444,45272,2513,99164,3582,111709,3604,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1579953,12525,1105274,13289,111102,5757,221340,6789,314908,6095,149284,4652,123403,4359,137188,4738,48049,2807,474679,8701,14060,1586,21137,2412,55985,3568,51848,2569,59201,3419,131225,3980,141223,3250,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2717217,13903,1648618,12707,214296,5212,329912,5994,424309,6797,212036,5122,179978,5369,211112,4860,76975,3162,1068599,11138,61423,3999,79601,4024,146212,4867,118414,3615,134536,3815,254711,4821,273702,4545,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1523273,9834,1011325,9223,170221,5134,222433,3977,264138,4317,121765,3085,96429,3389,103650,3182,32689,2025,511948,6991,24771,2098,30691,2543,68069,2938,59469,2691,71144,2975,129822,3146,127982,3078,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,744203,8716,368624,8106,51123,3817,85166,4211,88604,3784,44376,2886,36133,2996,45869,2924,17353,1910,375579,7537,21751,2765,34004,2912,55301,3763,42594,3456,47098,3073,92619,3648,82212,3116,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1570137,13846,978669,11910,148943,5188,200249,5838,243867,6504,124709,4703,98730,4364,119877,3568,42294,2659,591468,8346,25447,2147,36295,2256,76014,3600,62682,3170,73510,3469,156370,4440,161150,3967,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,276490,4576,156863,4097,21865,1852,32532,2101,36429,2352,20125,1711,18672,1677,20469,1450,6771,1171,119627,3497,5525,1307,8223,1130,13353,1399,13907,1386,18714,1712,32581,1942,27324,1519,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,490394,5329,302527,5234,56782,2949,68918,2777,70008,2583,36789,2296,27957,1922,32340,2028,9733,1006,187867,4474,9210,1084,11290,1210,24476,1862,19708,1460,25141,1599,47933,2069,50109,1896,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,562960,8151,383713,7578,45869,3031,74636,3455,88786,3257,46194,2891,40610,2917,61295,2642,26323,1866,179247,4785,12020,1504,14220,1718,24392,2347,15135,1478,23926,2003,46879,2284,42675,2238,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,366739,5787,245829,6391,26395,2544,46627,2622,71328,3033,36364,2285,25817,2297,30426,1926,8872,1036,120910,4085,4097,1184,5314,1083,14892,1538,15745,1619,17461,1435,34337,1955,29064,1899,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2009034,12864,1355695,14353,119453,4589,281013,5985,400782,6417,186361,5764,141576,5072,167456,4896,59054,2614,653339,10595,15115,1628,34428,2166,84611,4571,69343,3130,80563,3856,170429,5406,198850,4679,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,513843,6398,287452,6864,35594,2920,58460,3888,63226,3399,38032,2937,32240,2550,43190,3003,16710,1514,226391,5639,13067,1903,17730,2145,32293,2351,25034,1955,27728,2252,56969,2962,53570,2141,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3838902,20752,2384448,17648,227386,6602,484770,8150,683082,9133,330723,7629,258783,5896,293527,6443,106177,3655,1454454,14635,53053,3288,89663,4553,193045,6354,160304,5112,190307,5781,374273,6438,393809,6213,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
