GEO_ID,B25007_001E,B25007_001M,B25007_002E,B25007_002M,B25007_003E,B25007_003M,B25007_004E,B25007_004M,B25007_005E,B25007_005M,B25007_006E,B25007_006M,B25007_007E,B25007_007M,B25007_008E,B25007_008M,B25007_009E,B25007_009M,B25007_010E,B25007_010M,B25007_011E,B25007_011M,B25007_012E,B25007_012M,B25007_013E,B25007_013M,B25007_014E,B25007_014M,B25007_015E,B25007_015M,B25007_016E,B25007_016M,B25007_017E,B25007_017M,B25007_018E,B25007_018M,B25007_019E,B25007_019M,B25007_020E,B25007_020M,B25007_021E,B25007_021M,NAME,B25007_001EA,B25007_001MA,B25007_002MA,B25007_002EA,B25007_003MA,B25007_003EA,B25007_004EA,B25007_004MA,B25007_005EA,B25007_005MA,B25007_006EA,B25007_006MA,B25007_007MA,B25007_007EA,B25007_008MA,B25007_008EA,B25007_009EA,B25007_009MA,B25007_010EA,B25007_010MA,B25007_011EA,B25007_011MA,B25007_012MA,B25007_012EA,B25007_013MA,B25007_013EA,B25007_014MA,B25007_014EA,B25007_015EA,B25007_015MA,B25007_016EA,B25007_016MA,B25007_017MA,B25007_017EA,B25007_018MA,B25007_018EA,B25007_019MA,B25007_019EA,B25007_020EA,B25007_020MA,B25007_021EA,B25007_021MA,state
0400000US01,1846390,11341,1253595,13117,12647,1719,108550,4428,187124,5695,252772,5801,149375,4960,140521,5298,231965,4565,128417,3138,42224,2594,592795,11428,63137,3853,154735,5769,116879,5778,97982,4707,42669,2984,34665,3075,48400,3459,24067,2335,10261,1468,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,159922,3409,2098,736,18771,1719,27598,2067,36126,1848,21305,1494,20127,1648,22869,1247,8445,1131,2583,778,90263,3323,11585,1640,28809,2382,18142,1841,13298,1537,6480,1379,4684,1017,4956,936,1633,418,676,278,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,1524828,12566,13349,1831,131836,5676,216042,5697,291714,5982,163392,4292,169323,5509,314608,4161,169122,4948,55442,3058,938180,12431,97591,4665,241639,6340,197993,6779,155449,6540,65239,3541,54895,3612,68810,3252,34809,2280,21755,2003,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,746000,10027,8493,1766,72109,3654,107196,4581,151291,4208,81751,3639,80990,3865,142418,3357,75153,2450,26599,1785,398663,8123,48128,3473,102467,4464,79250,4605,59301,3939,29485,2984,21917,2003,30303,2764,17000,1499,10812,1501,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,6910823,27840,35867,3009,510373,10935,1052000,14794,1545485,15711,847672,13150,789680,9675,1217453,11415,638208,9356,274085,6238,5985534,26745,360187,8742,1503011,13789,1385352,14330,1128401,13083,447526,10588,351642,8553,451102,10449,231325,7601,126988,5432,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,1322618,9565,12937,1883,139434,5138,236024,5232,279353,5677,157523,4827,148891,4625,216927,3719,98494,3315,33035,2119,752117,9473,86200,4629,224971,6171,153398,4792,109846,4161,44742,3135,42846,3683,46990,3351,23784,1958,19340,1886,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,889035,8413,3189,955,64042,3520,132738,4849,210060,4213,114557,3513,105592,4397,150091,3643,76065,2573,32701,2089,454668,8901,26754,2709,108294,4167,94102,5082,81368,4320,35424,3156,27832,2925,38913,2545,24155,2048,17826,1902,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,249681,4261,2139,772,20422,2058,33101,2281,54810,2967,29040,1803,29518,2014,48780,1579,23523,1533,8348,972,102914,4301,8030,1119,26865,2200,22596,2558,15410,2070,7588,1288,6113,1259,8493,1407,4615,894,3204,833,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,112555,3556,141,120,15038,1920,22811,1728,22575,1890,11382,1198,9903,1107,17258,1267,8805,1103,4642,832,169232,4150,12312,1417,55443,2438,34308,2153,23190,2027,13024,1689,9893,1475,13089,1452,5133,1014,2840,680,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,4760071,23483,26827,2753,301144,8784,588568,11053,905168,11412,517609,9054,544876,10285,1039935,10853,601240,9619,234704,7276,2703113,22882,182748,7504,652219,13083,584411,13062,502028,11166,204842,6010,161294,6437,218401,8010,124423,5547,72747,3887,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
