GEO_ID,B07402_001E,B07402_001M,B07402_002E,B07402_002M,B07402_003E,B07402_003M,B07402_004E,B07402_004M,B07402_005E,B07402_005M,NAME,B07402_001MA,B07402_001EA,B07402_002EA,B07402_002MA,B07402_003MA,B07402_003EA,B07402_004EA,B07402_004MA,B07402_005EA,B07402_005MA,state
0400000US01,39.2,0.2,42.0,0.3,27.3,0.6,26.3,0.7,27.8,1.2,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34.1,0.4,36.8,0.4,25.6,0.7,29.4,2.0,29.0,1.4,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,37.8,0.2,40.6,0.2,27.5,0.4,29.5,1.2,29.9,1.0,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38.6,0.2,41.9,0.3,26.2,0.8,26.0,1.3,30.0,1.5,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36.7,0.1,38.7,0.2,29.2,0.2,28.6,0.3,28.5,0.5,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,37.0,0.2,40.0,0.2,27.9,0.5,28.0,0.5,28.6,0.7,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,41.2,0.2,43.5,0.2,30.3,0.8,28.7,0.9,27.7,0.8,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40.2,0.4,43.0,0.6,27.6,0.7,29.5,6.7,28.7,1.2,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34.6,0.3,37.1,0.4,29.5,0.9,-666666666.0,-222222222.0,29.5,0.9,District of Columbia,null,null,null,null,null,null,-,**,null,null,11
0400000US12,42.1,0.2,44.6,0.1,30.6,0.3,29.9,0.5,30.5,0.7,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36.9,0.1,39.4,0.2,27.2,0.5,27.8,0.5,27.8,0.6,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38.4,0.3,41.2,0.4,29.8,0.9,34.8,10.6,26.7,1.6,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36.3,0.3,39.7,0.5,25.7,0.6,25.6,1.0,25.4,1.2,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,38.1,0.1,40.4,0.2,28.5,0.3,27.0,0.6,27.1,0.6,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,38.1,0.2,41.0,0.2,26.5,0.5,26.0,0.7,27.4,0.6,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.9,0.2,42.3,0.3,25.8,0.4,24.4,0.7,27.0,1.5,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.9,0.2,40.0,0.3,26.8,0.5,25.3,0.7,27.5,0.7,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,39.4,0.2,42.3,0.2,27.2,0.7,27.7,0.8,27.9,0.9,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.9,0.2,39.2,0.3,26.6,0.6,28.1,0.8,30.4,1.0,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,44.8,0.2,47.5,0.3,28.9,1.1,27.4,1.3,29.3,1.5,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38.9,0.2,41.5,0.2,29.6,0.7,27.9,0.7,28.3,0.7,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,40.0,0.2,42.4,0.2,29.8,0.5,27.9,0.5,28.4,1.0,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
