GEO_ID,C27014_001E,C27014_001M,C27014_002E,C27014_002M,C27014_003E,C27014_003M,C27014_004E,C27014_004M,C27014_005E,C27014_005M,C27014_006E,C27014_006M,C27014_007E,C27014_007M,C27014_008E,C27014_008M,C27014_009E,C27014_009M,C27014_010E,C27014_010M,C27014_011E,C27014_011M,C27014_012E,C27014_012M,C27014_013E,C27014_013M,C27014_014E,C27014_014M,C27014_015E,C27014_015M,C27014_016E,C27014_016M,C27014_017E,C27014_017M,C27014_018E,C27014_018M,C27014_019E,C27014_019M,C27014_020E,C27014_020M,C27014_021E,C27014_021M,C27014_022E,C27014_022M,NAME,C27014_001MA,C27014_001EA,C27014_002MA,C27014_002EA,C27014_003MA,C27014_003EA,C27014_004MA,C27014_004EA,C27014_005MA,C27014_005EA,C27014_006MA,C27014_006EA,C27014_007MA,C27014_007EA,C27014_008MA,C27014_008EA,C27014_009EA,C27014_009MA,C27014_010MA,C27014_010EA,C27014_011MA,C27014_011EA,C27014_012MA,C27014_012EA,C27014_013MA,C27014_013EA,C27014_014MA,C27014_014EA,C27014_015MA,C27014_015EA,C27014_016MA,C27014_016EA,C27014_017MA,C27014_017EA,C27014_018MA,C27014_018EA,C27014_019EA,C27014_019MA,C27014_020EA,C27014_020MA,C27014_021EA,C27014_021MA,C27014_022MA,C27014_022EA,state
0400000US01,3674354,3461,1470365,14789,1412028,14187,63739,3728,1348289,14125,58337,3151,50448,3007,7889,1362,762404,13963,688304,13185,94229,5344,594075,12446,74100,3518,71713,3334,2387,760,1441585,15328,830748,14637,359993,10988,470755,13139,610837,4492,605061,4338,5776,1142,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,527165,1857,226598,5487,218745,5258,17003,2075,201742,5368,7853,1080,6267,960,1586,542,172430,5671,160525,5521,25778,2455,134747,5270,11905,1062,11195,1001,710,301,128137,4204,77809,3921,28536,2291,49273,3458,50328,1754,49432,1776,896,346,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5099961,2056,2050479,17933,1977869,17259,197789,8897,1780080,17842,72610,3910,60961,3598,11649,1609,1149964,14604,1030720,14107,240628,8473,790092,14524,119244,4565,113905,4404,5339,1165,1899518,16723,983485,15531,451849,12501,531636,11450,916033,6484,892036,7073,23997,2975,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2220606,2177,912157,10687,875494,10446,72478,5404,803016,10451,36663,2782,31332,2294,5331,1271,475000,8601,422770,8366,99131,4698,323639,7362,52230,2955,50961,2802,1269,584,833449,9500,461119,8979,239723,7529,221396,7607,372330,3630,367893,3819,4437,1262,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29546482,5416,12212833,47127,11759541,45604,1200384,21450,10559157,46880,453292,9078,341227,7449,112065,5165,7385283,41116,6793116,37879,1808152,22525,4984964,34910,592167,9867,552600,10020,39567,2995,9948366,37815,5899194,34635,2699082,29876,3200112,29478,4049172,11336,3927102,12612,122070,5538,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4112535,3482,1920468,16939,1854054,16644,141888,7211,1712166,16407,66414,3222,53749,2889,12665,1765,1081951,14425,976829,13547,222465,8988,754364,12508,105122,3993,101010,3839,4112,963,1110116,13724,585555,13042,236665,8566,348890,9191,524561,5326,512424,5220,12137,1682,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2776062,1382,1220497,10579,1165175,10374,80997,4864,1084178,10253,55322,2770,41522,2443,13800,1637,724369,12430,641064,12091,146885,6737,494179,11481,83305,4026,79108,3704,4197,1025,831196,9995,426411,9286,184167,7374,242244,8286,404785,4800,396667,5014,8118,1599,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,727432,849,314627,7226,302027,7113,23882,2840,278145,7543,12600,1578,10397,1464,2203,847,169785,5553,149763,5383,38571,3131,111192,4607,20022,1733,19334,1624,688,553,243020,5269,118892,5246,55873,3968,63019,4133,124128,2254,121029,2520,3099,1038,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,543267,667,269020,4953,259580,4656,22467,3393,237113,5203,9440,1310,6616,1006,2824,915,129993,5100,119320,5038,29003,2827,90317,4667,10673,1306,9790,1159,883,546,144254,4408,90690,3981,54431,3573,36259,3013,53564,1427,51573,1545,1991,493,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15866768,4364,6341312,33504,6069501,32951,345279,12006,5724222,33648,271811,7203,224574,6724,47237,3154,3380877,30194,2969474,29312,451341,13830,2518133,25388,411403,10280,389662,9843,21741,2475,6144579,30542,2949212,29840,1087160,21527,1862052,27627,3195367,11606,3103405,12581,91962,5598,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
