GEO_ID,B18101_001E,B18101_001M,B18101_002E,B18101_002M,B18101_003E,B18101_003M,B18101_004E,B18101_004M,B18101_005E,B18101_005M,B18101_006E,B18101_006M,B18101_007E,B18101_007M,B18101_008E,B18101_008M,B18101_009E,B18101_009M,B18101_010E,B18101_010M,B18101_011E,B18101_011M,B18101_012E,B18101_012M,B18101_013E,B18101_013M,B18101_014E,B18101_014M,B18101_015E,B18101_015M,B18101_016E,B18101_016M,B18101_017E,B18101_017M,B18101_018E,B18101_018M,B18101_019E,B18101_019M,B18101_020E,B18101_020M,B18101_021E,B18101_021M,B18101_022E,B18101_022M,B18101_023E,B18101_023M,B18101_024E,B18101_024M,B18101_025E,B18101_025M,B18101_026E,B18101_026M,B18101_027E,B18101_027M,B18101_028E,B18101_028M,B18101_029E,B18101_029M,B18101_030E,B18101_030M,B18101_031E,B18101_031M,B18101_032E,B18101_032M,B18101_033E,B18101_033M,B18101_034E,B18101_034M,B18101_035E,B18101_035M,B18101_036E,B18101_036M,B18101_037E,B18101_037M,B18101_038E,B18101_038M,B18101_039E,B18101_039M,NAME,B18101_001MA,B18101_001EA,B18101_002MA,B18101_002EA,B18101_003EA,B18101_003MA,B18101_004EA,B18101_004MA,B18101_005MA,B18101_005EA,B18101_006MA,B18101_006EA,B18101_007MA,B18101_007EA,B18101_008MA,B18101_008EA,B18101_009EA,B18101_009MA,B18101_010EA,B18101_010MA,B18101_011MA,B18101_011EA,B18101_012MA,B18101_012EA,B18101_013MA,B18101_013EA,B18101_014EA,B18101_014MA,B18101_015EA,B18101_015MA,B18101_016MA,B18101_016EA,B18101_017MA,B18101_017EA,B18101_018MA,B18101_018EA,B18101_019MA,B18101_019EA,B18101_020EA,B18101_020MA,B18101_021EA,B18101_021MA,B18101_022EA,B18101_022MA,B18101_023EA,B18101_023MA,B18101_024MA,B18101_024EA,B18101_025EA,B18101_025MA,B18101_026EA,B18101_026MA,B18101_027EA,B18101_027MA,B18101_028EA,B18101_028MA,B18101_029EA,B18101_029MA,B18101_030MA,B18101_030EA,B18101_031EA,B18101_031MA,B18101_032EA,B18101_032MA,B18101_033EA,B18101_033MA,B18101_034EA,B18101_034MA,B18101_035MA,B18101_035EA,B18101_036EA,B18101_036MA,B18101_037EA,B18101_037MA,B18101_038EA,B18101_038MA,B18101_039EA,B18101_039MA,state
0400000US01,4781070,1376,2299014,5729,146407,3025,1173,538,145234,3103,418130,3643,30495,3051,387635,4646,518885,4413,49756,3424,469129,5813,892502,5313,165911,5178,726591,6734,206027,2088,72137,3258,133890,2994,117063,1405,58912,2561,58151,2613,2482056,5719,138715,3426,1175,558,137540,3477,403464,3923,20750,2316,382714,4368,547326,3801,34030,3306,513296,5054,972367,3243,185888,7131,786479,7620,238860,1574,74961,3435,163899,3711,181324,1464,101687,2826,79637,3051,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,27836,948,597,417,27239,995,67990,1393,4069,970,63921,1771,96857,2348,7260,1307,89597,2505,139861,1544,17790,1719,122071,2008,24693,715,7814,1030,16879,1078,10052,395,6291,679,3761,683,345793,1921,26865,995,563,368,26302,1059,63226,1063,2714,800,60512,1274,86551,1456,5454,1138,81097,1734,133810,1465,16535,1733,117275,2289,23098,936,7081,1160,16017,1082,12243,644,6576,731,5667,744,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,218706,1550,1991,800,216715,1673,605373,1673,32365,3215,573008,3573,771528,2848,51642,3625,719886,4466,1188220,3309,161625,6773,1026595,7192,304339,1328,80984,3713,223355,4058,205580,1133,98317,3346,107263,3178,3425608,3038,210732,1477,1663,729,209069,1699,584582,1505,22865,2636,561717,2778,763044,1730,39148,3541,723896,3845,1269282,2172,165647,5851,1103635,6157,343709,1572,82391,3668,261318,3722,254259,1552,125286,3973,128973,4214,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,94916,2432,808,457,94108,2575,268330,3427,24086,2881,244244,4074,321592,3307,24821,2836,296771,3830,535146,3521,103356,4575,431790,5649,129382,1249,46781,2401,82601,2426,77075,1211,40737,2096,36338,2126,1497866,4230,93788,2299,704,323,93084,2328,246667,3315,14884,1700,231783,3544,332781,3235,24559,2988,308222,3996,569864,3198,112041,4377,457823,5496,146791,1500,44886,2575,101905,2801,107975,1375,62750,2185,45225,2300,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,1282420,3029,7711,1897,1274709,3554,3360700,3749,167280,6315,3193420,7655,4844000,6381,272555,8453,4571445,10178,7304870,5385,764102,12770,6540768,14178,1371995,2913,335939,7462,1036056,7499,889183,2724,430035,6331,459148,6267,19596453,6021,1225113,2348,7438,1636,1217675,2929,3234906,2810,97334,5175,3137572,6128,4719036,4172,199522,7456,4519514,8982,7583945,4270,781783,14073,6802162,14572,1582231,3029,363716,7707,1218515,8409,1251222,3266,669479,7470,581743,8321,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,169905,2042,1357,540,168548,2094,469564,3019,24323,2773,445241,4333,671973,3625,39912,3812,632061,4832,1044002,3775,110295,5095,933707,6203,206572,1413,52020,2937,154552,3420,111603,1171,54375,2566,57228,2666,2693716,4738,163634,2180,789,416,162845,2231,451697,2405,12861,2114,438836,3031,642120,2505,28233,2660,613887,3802,1058343,3500,107791,4694,950552,4871,226357,1635,48418,2931,177939,3261,151565,1325,72948,2346,78617,2705,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,95079,868,1348,579,93731,1040,294947,1520,17755,2130,277192,2553,390123,2151,24162,2926,365961,3554,701271,1896,72350,4303,628921,4820,144047,910,27958,2441,116089,2283,93790,1204,42265,2476,51525,2189,1818726,2437,91449,751,610,550,90839,835,280446,1346,10873,1761,269573,2086,388641,1757,17404,2340,371237,2921,752615,1724,76775,4296,675840,4671,166694,1199,31912,2218,134782,2366,138881,1362,66278,2541,72603,2575,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,28449,445,292,455,28157,653,75401,777,5156,1260,70245,1246,101130,983,6726,1287,94404,1447,172046,1128,20236,2040,151810,2127,44247,833,11456,1242,32791,1398,26409,686,11909,1275,14500,1169,483521,1246,26996,440,641,539,26355,704,72925,761,3631,900,69294,1231,106686,878,5499,1366,101187,1663,190820,912,22439,1924,168381,2183,50696,677,10737,1279,39959,1339,35398,656,15273,1210,20125,1317,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,22126,448,37,61,22089,447,37705,418,2795,774,34910,883,104717,963,5202,1283,99515,1607,117186,1147,16761,1838,100425,2188,18650,813,4298,721,14352,989,10763,545,4793,709,5970,811,349535,1105,21104,447,276,368,20828,535,36480,424,1880,644,34600,734,124398,661,4597,1078,119801,1172,123289,400,18700,1868,104589,1930,24893,562,6802,1019,18091,1010,19371,797,9569,937,9802,1075,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,560755,3100,5764,1793,554991,3676,1519907,5200,109993,6443,1409914,8737,2111859,6845,129610,7028,1982249,9772,3714521,6619,472661,11528,3241860,13124,1004899,2441,241555,5985,763344,7151,740784,2603,337334,7548,403450,7738,10307444,7951,537056,3675,3878,1236,533178,4076,1475683,4010,61176,4853,1414507,6326,2137721,5050,97386,6341,2040335,7348,4024086,5272,486987,12291,3537099,13290,1162418,3467,250053,7525,912365,7866,970480,3446,472310,9280,498170,9308,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
