GEO_ID,B19215_001E,B19215_001M,B19215_002E,B19215_002M,B19215_003E,B19215_003M,B19215_004E,B19215_004M,B19215_005E,B19215_005M,B19215_006E,B19215_006M,B19215_007E,B19215_007M,B19215_008E,B19215_008M,B19215_009E,B19215_009M,B19215_010E,B19215_010M,B19215_011E,B19215_011M,B19215_012E,B19215_012M,B19215_013E,B19215_013M,B19215_014E,B19215_014M,B19215_015E,B19215_015M,NAME,B19215_001EA,B19215_001MA,B19215_002MA,B19215_002EA,B19215_003MA,B19215_003EA,B19215_004MA,B19215_004EA,B19215_005EA,B19215_005MA,B19215_006EA,B19215_006MA,B19215_007EA,B19215_007MA,B19215_008MA,B19215_008EA,B19215_009MA,B19215_009EA,B19215_010MA,B19215_010EA,B19215_011EA,B19215_011MA,B19215_012EA,B19215_012MA,B19215_013MA,B19215_013EA,B19215_014MA,B19215_014EA,B19215_015MA,B19215_015EA,state
0400000US13,31834,419,37134,996,32939,1818,36049,984,24274,1126,57010,2831,57526,2865,50928,9829,28051,810,25324,683,31087,636,20410,632,50325,2805,50398,2885,49451,10485,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,42331,1746,50199,5013,42947,3341,46817,5164,33943,7881,66411,4161,67051,7234,64481,10682,37726,2362,31358,1805,38413,4762,25320,3193,67932,8808,66820,8943,77907,36781,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,27252,1278,31570,1304,29520,2539,31095,1780,25293,2441,48203,5199,48429,5997,47170,6464,23953,1266,21975,1235,25544,2596,19995,1236,40143,4416,40044,4532,42069,26082,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,35818,415,41514,567,36602,613,40767,633,26384,866,71315,1966,72893,2821,48848,6656,31052,462,28007,662,36137,799,22484,427,60364,2869,60879,2767,54010,4835,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,30326,333,35721,673,31841,492,33800,1986,28551,1411,53798,2471,54182,2676,51436,5067,25714,537,23739,617,27212,982,21588,503,46451,2197,46151,2590,49232,6185,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31029,543,37195,1254,32305,1253,35388,2105,26448,1575,54576,3963,54784,3959,51924,11494,26520,894,24005,923,27037,1830,22123,759,49435,4764,48368,5979,55243,10540,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,31273,640,35991,993,33134,1815,35525,1287,27074,1753,51851,4892,51854,5490,51840,6991,27053,778,25313,807,29215,2684,22332,929,44857,3845,44578,4564,46512,16940,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,26768,539,31177,868,26743,761,28597,1603,22512,1515,51016,2690,51763,3285,43943,4791,23199,948,21245,609,24771,1626,18994,594,40744,2340,41423,2586,34375,9120,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,26111,654,31906,866,28369,1464,31199,997,22599,1444,53453,4541,54767,5132,40154,5468,22230,714,20667,638,22704,1257,18114,1161,42030,4821,43259,5970,34465,6306,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,28663,1083,33046,1384,27584,1585,28278,2682,26786,1775,56304,5168,57444,5666,47500,8149,25462,1386,21820,1083,25749,1529,19503,1084,52934,7137,52921,10149,52993,13922,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,46963,883,53415,1998,46623,1690,51200,961,33479,2439,82586,5295,85350,6280,67272,14854,42050,988,37874,1540,47400,1632,27870,1061,76139,4516,77144,4376,71237,11255,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,41510,584,49799,1594,40418,1251,46637,1542,27033,1583,88025,4529,90281,4736,66575,10111,35873,880,29421,1197,41147,896,22068,593,80442,3516,81935,4541,65986,11047,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,30716,338,36031,520,31642,428,32653,1110,28518,1106,56493,1758,57120,2098,48457,4387,26775,421,24499,454,27099,835,22820,391,48874,2635,48262,2911,52455,4789,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,36721,576,41854,668,36033,780,39246,1799,27550,1752,69569,2209,69638,2295,68676,8198,31642,705,27526,734,33268,1448,23342,713,64638,2956,64313,3002,67926,7606,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22494,802,26595,970,24783,1264,25937,1314,21582,1839,45067,4928,45729,4371,32264,9352,19930,778,18448,792,19340,1568,17871,934,36668,3464,36929,3540,32123,9713,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,30092,495,35190,795,31275,626,32507,1459,26132,1070,52455,2270,52986,2507,48652,5617,25861,539,23474,584,27345,1102,21082,520,45879,2212,45746,2469,46890,6586,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,28714,1274,32456,2546,29404,2179,31413,2006,23272,2401,46224,6364,45632,6097,52159,16123,25247,1407,22601,1079,23327,1615,21928,1277,43309,8106,43837,11373,39826,8483,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,31940,755,36439,1067,31835,1245,34222,2516,25366,2298,61744,5112,61816,5173,58963,13099,27823,1320,25187,1154,29479,2247,22735,1102,49739,3969,49747,3784,49375,21989,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34734,966,36974,1142,32110,714,34474,2288,27282,1757,58076,4452,58622,4615,48252,19705,31795,1130,27953,1396,31997,1579,24072,1344,56266,5594,59457,6529,42845,5855,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,40044,1322,48895,3663,39299,2306,42373,3652,29124,5105,70858,5007,71995,6038,54192,4233,32639,1989,27769,1702,36281,2360,22771,1160,68444,5852,69704,6074,63134,27288,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,40142,715,47721,1766,41458,923,48034,2938,29467,1474,80534,4484,81497,3822,63436,9751,34487,1036,30656,686,40743,1279,24440,625,78679,4204,80933,3345,60500,8251,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,26838,1017,30376,1385,26124,1933,26719,2462,24756,2836,49349,3849,50092,4556,45835,9456,24675,1077,22561,1099,23441,2205,21979,1238,43287,5097,42086,6347,56850,24117,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,38111,650,45151,913,37409,900,41955,678,27447,945,77636,2620,80256,2436,56711,4693,32863,841,28497,666,38655,1649,21939,402,75075,2878,77738,3546,56750,4682,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,29387,516,32517,829,29598,1032,31048,623,23970,1483,51388,1704,51228,1746,54241,7208,26261,471,23953,529,28636,1275,20148,530,46791,3098,47346,3186,39676,5510,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,35427,1344,42326,2875,35839,2758,39275,3518,24493,2275,70707,9900,72821,8028,47473,13397,29196,2283,25317,1834,29087,3905,22363,2085,54665,7725,54642,8070,60104,16851,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,30647,271,35865,607,31397,430,33896,1865,26355,857,59825,2154,60506,2127,51192,4090,26628,460,23999,451,27871,987,21842,385,50665,1770,51242,1789,45269,5857,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,28036,742,33138,1492,29950,1139,31093,1136,26122,1385,51126,2716,51886,2770,46531,9340,24287,660,22202,512,24300,1595,21133,586,42104,2463,42007,2706,42969,5142,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,33646,854,38164,1615,31630,1087,33410,2525,28256,2162,57156,3481,58592,4051,43291,4603,30298,950,26235,947,29323,2159,24236,934,53131,2685,53070,2765,53945,9820,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,31721,301,39055,965,33576,892,38029,1262,25751,709,64503,2394,66477,3058,52994,3925,26997,403,24253,460,30968,662,21082,344,58733,2522,60533,2447,47998,7408,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,34566,2026,38451,3004,33760,3606,37929,5417,22850,3532,67654,8652,70117,8046,47500,15505,30757,1890,26215,1591,37271,4610,20426,1712,65727,6108,66235,4900,60829,14047,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,27811,830,32713,1342,30228,1069,31746,946,24484,1660,50023,2735,50720,2620,47583,3302,24088,778,21799,536,25213,1769,20002,626,49245,3924,50622,1708,42617,4394,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,30775,972,35839,1441,30712,1579,32135,1840,25444,1987,60731,5316,61027,5336,50250,26268,25790,1454,23435,1476,27422,4144,19517,1831,47266,4976,46826,4770,75296,49929,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,27858,807,32981,1428,29257,1436,31268,859,24773,1329,52297,3063,52378,3093,49550,19121,24366,562,22081,461,25816,1191,19836,544,48722,3270,50016,2760,38856,4800,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,35525,354,40929,522,36220,521,39681,1285,26063,946,61935,1433,62553,1619,45313,3756,30872,342,27559,509,33160,1065,21932,372,55351,2026,56257,2136,50733,3416,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,36781,905,42031,1394,36840,1437,40048,4013,31368,3978,66348,3001,66720,2769,57051,15750,31976,1094,27853,1589,35322,2395,23032,1027,55343,3821,55508,3749,46591,20024,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,33787,2364,36997,3056,28389,2329,29959,3593,27159,3952,66225,5177,65157,6483,79868,34633,31409,1925,27341,2392,32740,4134,22441,2165,52321,3198,52359,3424,51806,36116,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,40730,575,47803,1779,41291,838,45378,1526,30654,2100,73295,3637,74262,3663,61670,11330,35289,814,31328,624,38164,2365,24693,816,62513,2796,62954,3290,58473,9479,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,40194,709,46014,1367,38318,1929,42031,1173,29958,1846,71750,1962,72488,2617,64046,14564,35043,890,30352,599,36260,1337,25713,757,66304,2740,66783,3363,63590,4891,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,24425,752,28971,1843,25846,1036,26832,1788,24596,1338,46629,3831,47550,3998,39035,6781,21317,671,20062,705,22060,1331,18997,470,38913,5283,39309,6467,34858,10837,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,32786,622,38052,1055,32320,659,35179,911,26444,1312,59589,2207,60250,2220,51747,6522,29309,828,25671,573,31988,724,21944,437,52541,1503,52735,1621,49290,8928,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,35441,2019,42895,4567,40379,3413,42478,6899,27212,6084,65299,19042,59007,18236,76984,24381,29782,1783,26636,2941,29966,3118,23405,2725,50784,13417,50116,13595,125694,118216,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,11163,358,12191,548,11219,538,11907,1026,10544,659,22402,2683,23389,3654,19060,4113,10494,405,9790,309,11236,724,9280,267,22483,1955,24137,3176,19383,1919,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
