GEO_ID,B27013_001E,B27013_001M,B27013_002E,B27013_002M,B27013_003E,B27013_003M,B27013_004E,B27013_004M,B27013_005E,B27013_005M,B27013_006E,B27013_006M,B27013_007E,B27013_007M,B27013_008E,B27013_008M,B27013_009E,B27013_009M,B27013_010E,B27013_010M,B27013_011E,B27013_011M,B27013_012E,B27013_012M,B27013_013E,B27013_013M,B27013_014E,B27013_014M,B27013_015E,B27013_015M,B27013_016E,B27013_016M,B27013_017E,B27013_017M,B27013_018E,B27013_018M,B27013_019E,B27013_019M,B27013_020E,B27013_020M,B27013_021E,B27013_021M,B27013_022E,B27013_022M,B27013_023E,B27013_023M,B27013_024E,B27013_024M,B27013_025E,B27013_025M,B27013_026E,B27013_026M,B27013_027E,B27013_027M,B27013_028E,B27013_028M,B27013_029E,B27013_029M,B27013_030E,B27013_030M,B27013_031E,B27013_031M,B27013_032E,B27013_032M,B27013_033E,B27013_033M,B27013_034E,B27013_034M,B27013_035E,B27013_035M,B27013_036E,B27013_036M,B27013_037E,B27013_037M,B27013_038E,B27013_038M,B27013_039E,B27013_039M,B27013_040E,B27013_040M,B27013_041E,B27013_041M,B27013_042E,B27013_042M,B27013_043E,B27013_043M,B27013_044E,B27013_044M,B27013_045E,B27013_045M,B27013_046E,B27013_046M,NAME,B27013_001EA,B27013_001MA,B27013_002EA,B27013_002MA,B27013_003MA,B27013_003EA,B27013_004MA,B27013_004EA,B27013_005EA,B27013_005MA,B27013_006EA,B27013_006MA,B27013_007EA,B27013_007MA,B27013_008MA,B27013_008EA,B27013_009EA,B27013_009MA,B27013_010MA,B27013_010EA,B27013_011MA,B27013_011EA,B27013_012MA,B27013_012EA,B27013_013EA,B27013_013MA,B27013_014MA,B27013_014EA,B27013_015MA,B27013_015EA,B27013_016EA,B27013_016MA,B27013_017EA,B27013_017MA,B27013_018EA,B27013_018MA,B27013_019MA,B27013_019EA,B27013_020MA,B27013_020EA,B27013_021EA,B27013_021MA,B27013_022EA,B27013_022MA,B27013_023MA,B27013_023EA,B27013_024EA,B27013_024MA,B27013_025MA,B27013_025EA,B27013_026MA,B27013_026EA,B27013_027EA,B27013_027MA,B27013_028EA,B27013_028MA,B27013_029EA,B27013_029MA,B27013_030MA,B27013_030EA,B27013_031MA,B27013_031EA,B27013_032EA,B27013_032MA,B27013_033EA,B27013_033MA,B27013_034EA,B27013_034MA,B27013_035EA,B27013_035MA,B27013_036MA,B27013_036EA,B27013_037MA,B27013_037EA,B27013_038EA,B27013_038MA,B27013_039EA,B27013_039MA,B27013_040EA,B27013_040MA,B27013_041MA,B27013_041EA,B27013_042MA,B27013_042EA,B27013_043EA,B27013_043MA,B27013_044EA,B27013_044MA,B27013_045EA,B27013_045MA,B27013_046EA,B27013_046MA,state
0400000US13,7524722,4418,3322667,22282,1841385,15473,1779276,16277,1476985,17353,302291,9702,62109,3834,46542,3121,15567,2220,1481282,15568,1437417,15375,1255400,14977,182017,7811,43865,3052,32439,2583,11426,1850,1670757,20354,715244,12586,637570,12456,388265,11237,249305,10907,77674,3534,49037,2970,28637,2779,955513,13563,880540,13616,592678,12865,287862,7912,74973,3482,47621,3297,27352,2224,2531298,21634,988919,14161,577312,13046,250077,8879,327235,11973,411607,5307,241431,6703,170176,6013,1542379,15907,942303,15985,478864,12038,463439,12942,600076,4715,338676,6970,261400,6319,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1064067,2623,479896,7228,265070,4992,250644,4841,230933,4592,19711,2348,14426,1419,12773,1321,1653,552,214826,5355,203714,5084,191175,4822,12539,2134,11112,1385,10359,1379,753,425,245355,6038,113349,4607,96868,4307,72408,3739,24460,2749,16481,1647,12004,1272,4477,1149,132006,4147,118304,4115,89994,3551,28310,2607,13702,1356,10209,1185,3493,792,338816,6545,139494,4157,65155,3685,29186,2027,35969,3282,74339,2223,48602,2125,25737,1929,199322,5011,96516,4590,61421,3660,35095,3401,102806,1962,66521,2477,36285,2303,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1200908,1938,489929,8153,296820,5891,285633,5590,239150,6562,46483,4003,11187,1501,7800,1232,3387,874,193109,6317,187841,6309,165132,6740,22709,2587,5268,1074,4200,951,1068,506,327090,8012,140943,5594,121485,5361,80199,4243,41286,3316,19458,1914,12018,1503,7440,1449,186147,6123,170386,5585,126566,5244,43820,3891,15761,2078,10358,1896,5403,1044,383889,8183,151754,5167,69887,4739,33692,3745,36195,3192,81867,2367,51100,1974,30767,2468,232135,5808,126673,5257,75669,4095,51004,4142,105462,2738,67106,2673,38356,3109,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9723598,2714,4338246,22302,2481123,13698,2389231,12935,2073450,14127,315781,10145,91892,4181,71485,3644,20407,2055,1857123,15272,1794725,15004,1578887,14906,215838,7482,62398,2988,48683,2599,13715,1692,2347471,20348,1008298,12224,896152,10679,596944,10229,299208,7935,112146,4220,75221,3989,36925,2484,1339173,14509,1228248,14004,865459,12856,362789,10583,110925,4212,75054,3352,35871,2679,3037881,21860,1192713,12143,627442,10242,276721,7054,350721,8853,565271,5066,346335,5313,218936,5138,1845168,17007,1022779,15764,545249,12195,477530,12539,822389,5361,505897,6654,316492,6179,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4944261,3177,2174273,16935,1257444,10742,1214808,10347,1057387,12345,157421,7243,42636,2940,32276,2255,10360,1608,916829,12298,892067,12254,794346,11648,97721,5201,24762,2315,19380,2069,5382,1122,1209982,14956,513842,9766,450183,9264,299678,7389,150505,6605,63659,3051,40452,2669,23207,2263,696140,11797,635547,11469,452227,10123,183320,6995,60593,2990,40563,2673,20030,1725,1560006,15904,615520,9283,311842,8386,136861,5655,174981,6748,303678,4125,198738,3811,104940,4217,944486,11613,510723,10354,274967,7974,235756,7073,433763,3863,279515,5022,154248,5473,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2353916,2150,1124628,10930,647900,7723,622493,7351,564186,7736,58307,5177,25407,1676,19660,1446,5747,922,476728,7768,462112,7569,419398,7314,42714,3445,14616,1537,11881,1248,2735,641,598437,8770,256418,5912,214087,5467,153187,5294,60900,3689,42331,2379,29281,2001,13050,1510,342019,6298,306206,5684,231047,5427,75159,4428,35813,2203,26139,1886,9674,1052,630851,8634,251272,5846,104678,5007,50072,3358,54606,3475,146594,2701,102104,2894,44490,2293,379579,6505,166813,6045,96250,4624,70563,4801,212766,2885,151285,3070,61481,2901,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2131165,2774,1006242,10916,583563,7444,555119,7088,491262,6756,63857,4263,28444,2253,22989,2044,5455,918,422679,7924,407375,7684,371224,7447,36151,2985,15304,1395,12810,1300,2494,595,518379,9640,219874,6200,188354,5657,130078,5326,58276,4098,31520,1781,20421,1470,11099,1372,298505,7924,268829,7428,209836,7019,58993,4130,29676,1887,19746,1645,9930,1334,606544,10212,235911,6044,114097,5002,57510,3887,56587,3170,121814,2595,82987,2611,38827,2451,370633,7317,190285,6877,113763,4798,76522,4325,180348,2643,119050,3143,61298,2610,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3334524,2918,1362083,12431,767673,8604,739478,8919,638317,9081,101161,5172,28195,2218,22120,1984,6075,1189,594410,8169,574290,8023,503408,6873,70882,4479,20120,1559,16281,1375,3839,862,757465,11652,334510,7335,295367,6969,171150,5275,124217,6260,39143,2315,26383,1824,12760,1417,422955,8360,389623,7766,252148,6871,137475,5250,33332,2449,22442,2091,10890,1352,1214976,10884,498606,7864,277471,7931,94149,4508,183322,7073,221135,3201,134749,3831,86386,3305,716370,7666,406726,7045,177605,5303,229121,6818,309644,2695,188695,3891,120949,3929,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3452753,3428,1464223,16887,809278,11024,771150,10716,643805,9919,127345,6222,38128,2224,28191,2326,9937,1535,654945,11613,631361,10892,542836,10461,88525,5541,23584,2259,16533,1751,7051,1352,744680,13690,325429,9061,290632,8880,174584,7166,116048,5635,34797,2355,21198,1756,13599,1605,419251,9487,385308,9012,247574,7716,137734,7154,33943,2763,22162,2200,11781,1531,1243850,14705,494156,9703,292298,9105,103000,5156,189298,8135,201858,3597,110084,3578,91774,3633,749694,10272,450022,10216,217839,6851,232183,8732,299672,3537,157899,4306,141773,4624,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1059530,1709,422579,8382,237035,5477,225531,5094,195078,4750,30453,2968,11504,1466,8529,1369,2975,544,185544,5404,179285,5172,161510,4960,17775,2491,6259,1062,4698,809,1561,587,292836,7260,129566,4829,107541,4519,70990,4056,36551,3180,22025,1744,13403,1310,8622,1235,163270,5141,142342,4998,102676,4168,39666,3297,20928,1616,13405,1438,7523,1076,344115,7301,143984,4527,66870,3854,22903,2366,43967,3320,77114,2167,46864,2074,30250,1884,200131,5099,94625,4772,41078,3017,53547,3481,105506,2299,63270,2247,42236,2456,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4562368,2512,2228921,16021,1210645,11326,1153442,11361,1015305,11615,138137,5922,57203,2797,46534,2643,10669,1377,1018276,11257,980586,10889,883293,10932,97293,5000,37690,2835,32724,2474,4966,1196,1020207,14478,438798,9995,384504,9746,257887,7277,126617,6075,54294,3171,40829,2720,13465,1472,581409,10173,528127,10159,386200,9147,141927,5979,53282,2851,42161,2744,11121,1390,1313240,14712,506606,8984,260136,8415,128592,5823,131544,5686,246470,3883,171685,3679,74785,3264,806634,11043,431990,10634,247495,7937,184495,7284,374644,3927,251870,4991,122774,4509,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5334166,1162,2341990,17319,1323889,11768,1265140,11252,1121587,10437,143553,7135,58749,3211,49192,2920,9557,1373,1018101,13029,977545,12991,877019,12137,100526,5221,40556,2695,33802,2456,6754,1172,1474078,16319,614078,11107,536030,10684,369577,8446,166453,6797,78048,3202,56335,2895,21713,1942,860000,11656,780322,11597,564008,11040,216314,7820,79678,3292,58972,2878,20706,1853,1518098,16221,607799,9495,307403,8150,131382,4482,176021,7194,300396,3834,195691,3716,104705,3722,910299,11131,461997,10348,241965,6842,220032,7435,448302,4348,281204,5242,167098,5103,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7606357,2462,2993817,15990,1740475,12567,1683342,12243,1485145,11707,198197,7022,57133,2740,47163,2533,9970,1219,1253342,10471,1219722,10638,1083588,10111,136134,5273,33620,2179,27724,1992,5896,1004,1944543,14736,825043,10733,735629,10566,467418,8788,268211,8168,89414,3534,66473,3139,22941,2012,1119500,11748,1033037,10949,726811,9958,306226,8982,86463,3293,65946,2959,20517,1643,2667997,15630,1107605,11613,572343,10453,243188,6792,329155,8639,535262,4280,400649,4477,134613,4187,1560392,11559,829050,10950,443922,9366,385128,8059,731342,4414,535707,5651,195635,4857,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
