VARIABLE,TYPE,LABEL,GROUP
C05003E_001E,int,Estimate!!Total,C05003E
C05003E_002E,int,Estimate!!Total!!Male,C05003E
C05003E_003E,int,Estimate!!Total!!Male!!Under 18 years,C05003E
C05003E_004E,int,Estimate!!Total!!Male!!Under 18 years!!Native,C05003E
C05003E_005E,int,Estimate!!Total!!Male!!Under 18 years!!Foreign born,C05003E
C05003E_006E,int,Estimate!!Total!!Male!!18 years and over,C05003E
C05003E_007E,int,Estimate!!Total!!Male!!18 years and over!!Native,C05003E
C05003E_008E,int,Estimate!!Total!!Male!!18 years and over!!Foreign born,C05003E
C05003E_009E,int,Estimate!!Total!!Female,C05003E
C05003E_010E,int,Estimate!!Total!!Female!!Under 18 years,C05003E
C05003E_011E,int,Estimate!!Total!!Female!!Under 18 years!!Native,C05003E
C05003E_012E,int,Estimate!!Total!!Female!!Under 18 years!!Foreign born,C05003E
C05003E_013E,int,Estimate!!Total!!Female!!18 years and over,C05003E
C05003E_014E,int,Estimate!!Total!!Female!!18 years and over!!Native,C05003E
C05003E_015E,int,Estimate!!Total!!Female!!18 years and over!!Foreign born,C05003E
C05003E_001M,int,Margin of Error!!Total,C05003E
C05003E_002M,int,Margin of Error!!Total!!Male,C05003E
C05003E_003M,int,Margin of Error!!Total!!Male!!Under 18 years,C05003E
C05003E_004M,int,Margin of Error!!Total!!Male!!Under 18 years!!Native,C05003E
C05003E_005M,int,Margin of Error!!Total!!Male!!Under 18 years!!Foreign born,C05003E
C05003E_006M,int,Margin of Error!!Total!!Male!!18 years and over,C05003E
C05003E_007M,int,Margin of Error!!Total!!Male!!18 years and over!!Native,C05003E
C05003E_008M,int,Margin of Error!!Total!!Male!!18 years and over!!Foreign born,C05003E
C05003E_009M,int,Margin of Error!!Total!!Female,C05003E
C05003E_010M,int,Margin of Error!!Total!!Female!!Under 18 years,C05003E
C05003E_011M,int,Margin of Error!!Total!!Female!!Under 18 years!!Native,C05003E
C05003E_012M,int,Margin of Error!!Total!!Female!!Under 18 years!!Foreign born,C05003E
C05003E_013M,int,Margin of Error!!Total!!Female!!18 years and over,C05003E
C05003E_014M,int,Margin of Error!!Total!!Female!!18 years and over!!Native,C05003E
C05003E_015M,int,Margin of Error!!Total!!Female!!18 years and over!!Foreign born,C05003E
C05003E_001EA,string,Annotation of Estimate!!Total,C05003E
C05003E_001MA,string,Annotation of Margin of Error!!Total,C05003E
C05003E_002EA,string,Annotation of Estimate!!Total!!Male,C05003E
C05003E_002MA,string,Annotation of Margin of Error!!Total!!Male,C05003E
C05003E_003EA,string,Annotation of Estimate!!Total!!Male!!Under 18 years,C05003E
C05003E_003MA,string,Annotation of Margin of Error!!Total!!Male!!Under 18 years,C05003E
C05003E_004EA,string,Annotation of Estimate!!Total!!Male!!Under 18 years!!Native,C05003E
C05003E_004MA,string,Annotation of Margin of Error!!Total!!Male!!Under 18 years!!Native,C05003E
C05003E_005EA,string,Annotation of Estimate!!Total!!Male!!Under 18 years!!Foreign born,C05003E
C05003E_005MA,string,Annotation of Margin of Error!!Total!!Male!!Under 18 years!!Foreign born,C05003E
C05003E_006EA,string,Annotation of Estimate!!Total!!Male!!18 years and over,C05003E
C05003E_006MA,string,Annotation of Margin of Error!!Total!!Male!!18 years and over,C05003E
C05003E_007EA,string,Annotation of Estimate!!Total!!Male!!18 years and over!!Native,C05003E
C05003E_007MA,string,Annotation of Margin of Error!!Total!!Male!!18 years and over!!Native,C05003E
C05003E_008EA,string,Annotation of Estimate!!Total!!Male!!18 years and over!!Foreign born,C05003E
C05003E_008MA,string,Annotation of Margin of Error!!Total!!Male!!18 years and over!!Foreign born,C05003E
C05003E_009EA,string,Annotation of Estimate!!Total!!Female,C05003E
C05003E_009MA,string,Annotation of Margin of Error!!Total!!Female,C05003E
C05003E_010EA,string,Annotation of Estimate!!Total!!Female!!Under 18 years,C05003E
C05003E_010MA,string,Annotation of Margin of Error!!Total!!Female!!Under 18 years,C05003E
C05003E_011EA,string,Annotation of Estimate!!Total!!Female!!Under 18 years!!Native,C05003E
C05003E_011MA,string,Annotation of Margin of Error!!Total!!Female!!Under 18 years!!Native,C05003E
C05003E_012EA,string,Annotation of Estimate!!Total!!Female!!Under 18 years!!Foreign born,C05003E
C05003E_012MA,string,Annotation of Margin of Error!!Total!!Female!!Under 18 years!!Foreign born,C05003E
C05003E_013EA,string,Annotation of Estimate!!Total!!Female!!18 years and over,C05003E
C05003E_013MA,string,Annotation of Margin of Error!!Total!!Female!!18 years and over,C05003E
C05003E_014EA,string,Annotation of Estimate!!Total!!Female!!18 years and over!!Native,C05003E
C05003E_014MA,string,Annotation of Margin of Error!!Total!!Female!!18 years and over!!Native,C05003E
C05003E_015EA,string,Annotation of Estimate!!Total!!Female!!18 years and over!!Foreign born,C05003E
C05003E_015MA,string,Annotation of Margin of Error!!Total!!Female!!18 years and over!!Foreign born,C05003E
