VARIABLE,TYPE,LABEL,GROUP
B06004IPR_001E,int,Estimate!!Total,B06004IPR
B06004IPR_002E,int,Estimate!!Total!!Born in Puerto Rico,B06004IPR
B06004IPR_003E,int,Estimate!!Total!!Born in the United States,B06004IPR
B06004IPR_004E,int,Estimate!!Total!!Native; born elsewhere,B06004IPR
B06004IPR_005E,int,Estimate!!Total!!Foreign born,B06004IPR
B06004IPR_001M,int,Margin of Error!!Total,B06004IPR
B06004IPR_002M,int,Margin of Error!!Total!!Born in Puerto Rico,B06004IPR
B06004IPR_003M,int,Margin of Error!!Total!!Born in the United States,B06004IPR
B06004IPR_004M,int,Margin of Error!!Total!!Native; born elsewhere,B06004IPR
B06004IPR_005M,int,Margin of Error!!Total!!Foreign born,B06004IPR
B06004IPR_001EA,string,Annotation of Estimate!!Total,B06004IPR
B06004IPR_001MA,string,Annotation of Margin of Error!!Total,B06004IPR
B06004IPR_002EA,string,Annotation of Estimate!!Total!!Born in Puerto Rico,B06004IPR
B06004IPR_002MA,string,Annotation of Margin of Error!!Total!!Born in Puerto Rico,B06004IPR
B06004IPR_003EA,string,Annotation of Estimate!!Total!!Born in the United States,B06004IPR
B06004IPR_003MA,string,Annotation of Margin of Error!!Total!!Born in the United States,B06004IPR
B06004IPR_004EA,string,Annotation of Estimate!!Total!!Native; born elsewhere,B06004IPR
B06004IPR_004MA,string,Annotation of Margin of Error!!Total!!Native; born elsewhere,B06004IPR
B06004IPR_005EA,string,Annotation of Estimate!!Total!!Foreign born,B06004IPR
B06004IPR_005MA,string,Annotation of Margin of Error!!Total!!Foreign born,B06004IPR
